Nome Pessoa,Matrícula,CPF,Cargo,A pessoa é Gestor? (SIM/NÃO),E-mail corporativo,Unidade de Trabalho,"Vínculo com a Empresa (Próprio, Terceiro e Outros)",CPF Gestor Direto,Turno de trabalho (Horário Início),Turno de trabalho (Horário Fim),Função(ões),Data de início na função,Data Último Mapeamento Gestor,Nome Responsável Mapeamento,Necessidade Supervisão (Mapeamento Gestor),Leitura Contexto (Mapeamento Gestor),Agilidade (Mapeamento Gestor),Pressão Temporal (Mapeamento Gestor),Flexibilidade ao Imprevisto (Mapeamento Gestor),Média Mapeamento Gestor,Data Último Automapeamento,Necessidade Supervisão (Automapeamento),Leitura Contexto (Automapeamento),Agilidade (Automapeamento),Pressão Temporal (Automapeamento),Flexibilidade ao Imprevisto (Automapeamento),Média Automapeamento,Média Mapeamento Final,Data Último Mapeamento,Nome Coletivo Pessoa está alocada,"Tipo do Coletivo que a pessoa está alocada (Mínimo Simples, Mínimo Híbrido, Expandido Simples, Expandido de Gestor)",Nome do Coletivo PAI do Coletivo que a pessoa está alocada (Célula AE),Nome Coletivo de Gestor,Similaridade Real,Data Última Similaridade Real,Similaridade Planejada
Lucille Phillips,50047372,11668746646,SUPERVISOR TÉCNICO,Não,lucille.phillips@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Consultor Técnico de Q&A,05-08-19,2023-03-29 13:18:28 UTC,,9,10,9,6,4,7.6,2023-03-29 13:18:28 UTC,10,10,8,4,6,7.6,7.6,2023-03-29 13:18:28 UTC,,,,,,,
Randall Pearson,1044398,33683896027,ESTAGIÁRIO,Não,randall.pearson@situated.com.br,,Outros,,7:00:00,17:00:00,Consultor Júnior de Q&A (1),01-13-22,2023-03-29 13:18:30 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Kathryn Rose,50040879,53366939605,ENGENHEIRO,Não,kathryn.rose@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,06-19-17,2024-05-23 18:24:53 UTC,Susan Carter,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Lori O'sullivan,50041929,37097505630,ENGENHEIRO,Não,lori.osullivan@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Performance,11-10-17,2023-03-29 13:18:32 UTC,,2,1,1,1,1,1.2,2023-03-29 13:18:32 UTC,4,3,2,1,2,2.4,1.8,2023-03-29 13:18:32 UTC,,,,,,,
Bernard Morris,50053864,74205078641,ENGENHEIRO,Não,bernard.morris@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Aeronaves Civis,07-01-21,2023-03-29 13:18:23 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Calvin Moore,50054761,3450843656,ENGENHEIRO,Não,calvin.moore@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Consultor Técnico de Q&A,09-02-21,2023-03-29 13:18:29 UTC,,9,8,5,6,6,6.8,2023-03-29 13:18:29 UTC,9,9,7,8,6,7.8,7.3,2023-03-29 13:18:29 UTC,,,,,,,
Calvin Moore,50054761,3450843656,ENGENHEIRO,Não,calvin.moore@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Aeronaves Civis,09-02-21,2023-03-29 13:18:29 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Sarah Rodriguez,50024586,16169824620,ENGENHEIRO,Não,sarah.rodriguez@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Consultor Técnico de Q&A,12-17-12,2023-03-29 13:18:29 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Betty Armstrong,50047625,32550475607,ENGENHEIRO,Não,betty.armstrong@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Aeronaves Civis,06-05-19,2023-03-29 13:18:29 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Damian Gelbero,50042076,66065372668,ENGENHEIRO,Não,damian.gelbero@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Integração e Interface,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Justine Russell,50049134,84702891600,ENGENHEIRO,Não,justine.russell@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Consultor Técnico de Q&A,01-08-20,2023-03-29 13:18:30 UTC,,9,10,9,6,8,8.4,2023-03-29 13:18:30 UTC,10,10,8,5,6,7.8,8.1,2023-03-29 13:18:30 UTC,,,,,,,
Dorothy Bradley,50053208,8806699695,ENGENHEIRO,Não,dorothy.bradley@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Performance,05-07-21,2023-03-29 13:18:30 UTC,,11,9,9,8,10,9.4,2023-03-29 13:18:30 UTC,10,9,8,9,9,9,9.2,2023-03-29 13:18:30 UTC,,,,,,,
George Elliott,50042137,68592188601,ENGENHEIRO,Não,george.elliott@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Performance,12-16-21,2023-03-29 13:18:30 UTC,,11,9,10,10,9,9.8,2023-03-29 13:18:30 UTC,11,9,10,10,9,9.8,9.8,2023-03-29 13:18:30 UTC,,,,,,,
Deborah Brown,50053229,77742417600,ENGENHEIRO,Não,deborah.brown@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,05-07-21,2023-05-03 18:07:42 UTC,Susan Carter,7,7,7,7,5,6.6,2023-05-03 18:07:42 UTC,9,9,7,8,6,7.8,7.2,2023-05-03 18:07:42 UTC,,,,,,,
Randall Pearson,1044398,33683896027,ESTAGIÁRIO,Não,randall.pearson@situated.com.br,,Outros,,7:00:00,17:00:00,Estagiário DEV - Performance,01-13-22,2023-03-29 13:18:30 UTC,,10,9,9,6,5,7.8,2023-03-29 13:18:30 UTC,9,9,10,5,5,7.6,7.7,2023-03-29 13:18:30 UTC,,,,,,,
Randall Pearson,1044398,33683896027,ESTAGIÁRIO,Não,randall.pearson@situated.com.br,,Outros,,7:00:00,17:00:00,Consultor Técnico de Q&A,01-13-22,2023-03-29 13:18:31 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Judy King,50050423,11080824677,ENGENHEIRO,Não,judy.king@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Q&A de Processos,04-07-20,2023-03-29 13:18:31 UTC,,9,8,5,5,6,6.6,2023-03-29 13:18:31 UTC,9,9,7,8,6,7.8,0,2023-03-29 13:18:31 UTC,,,,,,,
Judy King,50050423,11080824677,ENGENHEIRO,Não,judy.king@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Performance,04-07-20,2023-03-29 13:18:31 UTC,,11,9,10,9,7,9.2,2023-03-29 13:18:31 UTC,9,8,10,8,9,8.8,9,2023-03-29 13:18:31 UTC,,,,,,,
Jake Roberts,50041838,42171035650,ENGENHEIRO,Não,jake.roberts@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Aeronaves Militares,11-01-17,2023-03-29 13:18:22 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Gary Fletcher,50012035,8969620672,ENGENHEIRO,Não,gary.fletcher@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Secretário(a),11-12-09,2023-04-20 12:43:09 UTC,Susan Carter,8,8,8,8,8,8,2023-04-20 12:43:09 UTC,0,0,0,0,0,0,8,,,,,,,,
Charlie Gelbero,50041793,80793723655,ENGENHEIRO,Não,charlie.gelbero@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Aeronaves Militares,11-01-17,2023-03-29 13:18:23 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Gary Fletcher,50012035,8969620672,ENGENHEIRO,Não,gary.fletcher@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Performance,11-12-09,2023-03-29 13:18:27 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Harold Richards,50041816,28584935614,ENGENHEIRO,Não,harold.richards@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Q&A de Processos,11-01-17,2023-03-29 13:18:31 UTC,,8,7,8,7,8,7.6,2023-03-29 13:18:31 UTC,9,9,7,8,6,7.8,7.7,2023-03-29 13:18:31 UTC,,,,,,,
Jake Roberts,50041838,42171035650,ENGENHEIRO,Não,jake.roberts@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,11-01-17,2023-08-08 20:40:39 UTC,Susan Carter,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Julie Bryant,50049855,88573315636,ENGENHEIRO,Não,julie.bryant@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Performance,02-05-20,2023-03-29 13:18:23 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Julie Bryant,50049855,88573315636,ENGENHEIRO,Não,julie.bryant@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,02-05-20,2023-08-08 20:41:08 UTC,Susan Carter,6,6,6,6,6,6,2023-08-08 20:41:08 UTC,0,0,0,0,0,0,6,,,,,,,,
Lori O'sullivan,50041929,37097505630,ENGENHEIRO,Não,lori.osullivan@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Q&A de Processos,11-10-17,2023-03-29 13:18:32 UTC,,8,7,9,7,5,7.2,2023-03-29 13:18:32 UTC,9,9,7,8,6,7.8,7.5,2023-03-29 13:18:32 UTC,,,,,,,
Albert Brown,50041754,7981941628,ENGENHEIRO,Não,albert.brown@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,11-01-17,2023-04-05 15:10:41 UTC,Susan Carter,11,10,9,9,9,9.6,2023-04-05 15:10:41 UTC,10,10,11,9,10,10,9.8,2023-04-05 15:10:41 UTC,,,,,,,
Gabriel Walsh,483726298,93424224626,ANALISTA,Não,gabriel.walsh@situated.com.br,Belo Horizonte,Terceiro,,7:00:00,17:00:00,Especialista em Desenvolvimento de Pessoas,02-09-22,2023-03-29 13:18:32 UTC,,10,11,12,11,11,11,2023-03-29 13:18:32 UTC,0,0,0,0,0,0,11,,,,,,,,
Teresa Powell,50039631,50632683660,ENGENHEIRO,Não,teresa.powell@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Civis,01-16-17,2023-03-29 13:18:16 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Gabriel Walsh,483726298,93424224626,ANALISTA,Não,gabriel.walsh@situated.com.br,Belo Horizonte,Terceiro,,7:00:00,17:00:00,V&V SW - Performance,02-09-22,2023-03-29 13:18:32 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Gabriel Walsh,483726298,93424224626,ANALISTA,Não,gabriel.walsh@situated.com.br,Belo Horizonte,Terceiro,,7:00:00,17:00:00,Q&A de Processos,02-09-22,2023-03-29 13:18:32 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Albert Henderson,50053204,65678537601,ENGENHEIRO,Não,albert.henderson@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Performance,05-07-21,2023-03-29 13:18:32 UTC,,11,10,11,9,10,10.2,2023-03-29 13:18:32 UTC,10,11,11,8,8,9.6,9.9,2023-03-29 13:18:32 UTC,,,,,,,
Rachel Owen,50047397,6216680609,ENGENHEIRO,Não,rachel.owen@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,05-08-19,2024-05-21 14:36:52 UTC,Susan Carter,11,10,9,9,9,9.6,2024-05-21 14:36:52 UTC,10,10,11,9,10,10,9.8,2024-05-21 14:36:52 UTC,,,,,,,
Natalie Wilson,50041819,95732861653,ENGENHEIRO,Não,natalie.wilson@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Supervisor V&V - Performance,11-01-17,2023-03-29 13:18:29 UTC,,3,2,2,3,4,2.8,2023-03-29 13:18:29 UTC,2,4,4,2,3,3,2.9,2023-03-29 13:18:29 UTC,,,,,,,
Emily Williams,50043708,39679993604,ENGENHEIRO,Não,emily.williams@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,03-09-18,2023-05-04 18:46:35 UTC,Susan Carter,9,10,10,10,9,9.6,2023-05-04 18:46:35 UTC,10,10,11,9,10,10,9.8,2023-05-04 18:46:35 UTC,,,,,,,
Dylan Smith,50019429,32228156663,ENGENHEIRO,Não,dylan.smith@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Aeronaves Civis,10-04-11,2023-03-29 13:18:34 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Alan Harvey,50053050,23626585620,TECHNICAL CONSULTOR,Não,alan.harvey@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,04-20-21,2023-03-30 18:55:46 UTC,Susan Carter,11,10,9,9,9,9.6,2023-03-30 18:55:46 UTC,10,10,11,9,10,10,9.8,2023-03-30 18:55:46 UTC,,,,,,,
Stephanie Ross,50048556,43073770607,ENGENHEIRO,Não,stephanie.ross@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Testeador,03-09-18,2023-03-29 13:18:32 UTC,,8,6,8,9,9,8,2023-03-29 13:18:32 UTC,0,0,0,0,0,0,8,,,,,,,,
Carolyn Morris,50051737,2289247669,ENGENHEIRO,Não,carolyn.morris@situated.com.br,Belo Horizonte,Próprio,68460533603,7:00:00,17:00:00,V&V SW - Aeronaves Civis,10-09-18,2024-01-09 17:05:41 UTC,Robert Evans,12,11,12,11,11,11.4,2024-01-09 17:05:41 UTC,12,11,10,10,11,10.8,11.1,2024-01-09 17:05:41 UTC,Aviação Civil: V&V SW Engenharia,Mínimo Simples,V&V: Aviação Civil,V&V: Aviação Civil,,,
Benjamin Holmes,50055640,12320102604,ENGENHEIRO,Não,benjamin.holmes@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Q&A de Processos,11-16-21,2023-03-29 13:18:20 UTC,,5,5,5,5,5,5,2023-03-29 13:18:20 UTC,10,10,11,9,10,10,0,2023-03-29 13:18:20 UTC,,,,,,,
Kevin Carter,50023926,56183298670,ENGENHEIRO,Não,kevin.carter@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,09-04-12,2023-03-31 20:41:43 UTC,Susan Carter,8,8,8,8,5,7.4,2023-03-31 20:41:43 UTC,9,9,7,8,6,7.8,7.6,2023-03-31 20:41:43 UTC,,,,,,,
Antony Hall,50051439,12255306603,ASSISTENTE I,Não,antony.hall@situated.com.br,Belo Horizonte,Terceiro,56376672680,7:00:00,17:00:00,Secretário(a),12-10-20,2023-03-29 13:18:21 UTC,Theresa Jones,11,10,12,10,10,10.6,2023-03-29 13:18:21 UTC,11,12,12,11,11,11.4,11,2023-03-29 13:18:21 UTC,,,,,,,
Benjamin Holmes,50055640,12320102604,ENGENHEIRO,Não,benjamin.holmes@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Integração e Interface,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Victoria Grey,1045387,99511337033,GERENTE,Não,victoria.grey@situated.com.br,,Próprio,,7:00:00,17:00:00,Garantia de Qualidade,05-14-21,2023-03-29 13:18:30 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Victoria Grey,1045387,99511337033,GERENTE,Não,victoria.grey@situated.com.br,,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,05-14-21,2023-08-08 20:41:41 UTC,Susan Carter,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Andrea Simpson,50017586,91138646610,ENGENHEIRO,Não,andrea.simpson@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Civis,03-15-11,2023-03-29 13:18:24 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Evelyn Walker,50055190,52134985666,ANALISTA,Não,evelyn.walker@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,10-06-21,2023-05-17 17:31:11 UTC,Susan Carter,7,8,7,7,8,7.4,2023-05-17 17:31:11 UTC,9,9,7,8,6,7.8,7.6,2023-05-17 17:31:11 UTC,,,,,,,
Evelyn Walker,50055190,52134985666,ANALISTA,Não,evelyn.walker@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Civis,10-06-21,2023-03-29 13:18:35 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Andrea Simpson,50017586,91138646610,ENGENHEIRO,Não,andrea.simpson@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,03-15-11,2024-02-21 17:18:37 UTC,Susan Carter,9,10,9,9,9,9.2,2024-02-21 17:18:37 UTC,10,10,11,9,10,10,9.6,2024-02-21 17:18:37 UTC,,,,,,,
Andrea Simpson,50017586,91138646610,ENGENHEIRO,Não,andrea.simpson@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Integração e Interface,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Alexander Lawrence,50055935,78039588693,ANALISTA,Não,alexander.lawrence@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,12-16-21,2023-05-17 17:29:52 UTC,Susan Carter,9,10,9,10,10,9.6,2023-05-17 17:29:52 UTC,10,10,11,9,10,10,9.8,2023-05-17 17:29:52 UTC,,,,,,,
Antony Hall,50051439,12255306603,ASSISTENTE I,Não,antony.hall@situated.com.br,Belo Horizonte,Terceiro,56376672680,7:00:00,17:00:00,Analista V&V - Software Embarcado,12-10-20,2023-09-21 17:32:01 UTC,Theresa Jones,9,10,10,9,9,9.4,2023-09-21 17:32:01 UTC,10,10,10,9,10,9.8,9.6,2023-09-21 17:32:01 UTC,G2: V&V - SW Embarcado,Expandido de Gestor,SW EMBARCADO: DEV - V&V,G2: V&V - SW Embarcado,,,
Betty Armstrong,50047625,32550475607,ENGENHEIRO,Não,betty.armstrong@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,06-05-19,2023-07-19 12:36:13 UTC,Susan Carter,10,10,9,11,10,10,2023-07-19 12:36:13 UTC,10,10,11,9,10,10,10,2023-07-19 12:36:13 UTC,,,,,,,
Lisa Wilson,50047610,64742141636,ENGENHEIRO,Não,lisa.wilson@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,06-05-19,2024-02-21 17:22:06 UTC,Susan Carter,7,7,5,9,8,7.2,2024-02-21 17:22:06 UTC,9,9,7,8,6,7.8,0,2024-02-21 17:22:06 UTC,,,,,,,
Megan Lewis,50017555,56049470677,ENGENHEIRO,Não,megan.lewis@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,03-09-11,2023-08-14 13:27:38 UTC,Susan Carter,9,8,5,7,6,7,2023-08-14 13:27:38 UTC,9,9,7,8,6,7.8,7.4,2023-08-14 13:27:38 UTC,,,,,,,
Billy O'connor,50050425,16798831605,ENGENHEIRO,Não,billy.oconnor@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Performance,04-07-20,2023-03-29 13:18:33 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Valerie Perry,50052543,70775097616,ENGENHEIRO,Não,valerie.perry@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Aeronaves Militares,03-09-21,2023-03-29 13:18:33 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Emily Scott,50052514,16863484609,ENGENHEIRO,Não,emily.scott@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,03-09-21,2023-10-18 11:15:06 UTC,Susan Carter,9,10,11,9,10,9.8,2023-10-18 11:15:06 UTC,10,10,11,9,10,10,9.9,2023-10-18 11:15:06 UTC,,,,,,,
Nicole Griffin,50049117,54451684684,ENGENHEIRO,Não,nicole.griffin@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Performance,01-08-20,2023-03-29 13:18:21 UTC,,12,12,12,12,12,12,2023-03-29 13:18:21 UTC,12,12,12,11,12,11.8,11.9,2023-03-29 13:18:21 UTC,,,,,,,
Alexander Lawrence,50055935,78039588693,ANALISTA,Não,alexander.lawrence@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Civis,12-16-21,2023-03-29 13:18:28 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Alanis Guillen,405060,88881313022,ESTAGIÁRIO,Não,alanis.guillen@situated.com.br,,Outros,,7:00:00,17:00:00,Estagiário V&V - Performance,05-04-22,2023-03-29 13:18:33 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Billy O'connor,50050425,16798831605,ENGENHEIRO,Não,billy.oconnor@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,04-07-20,2023-06-06 17:07:21 UTC,Susan Carter,0,0,0,0,0,0,,9,9,7,8,6,7.8,7.8,2023-06-06 17:07:21 UTC,,,,,,,
Alexander Lawrence,50055935,78039588693,ANALISTA,Não,alexander.lawrence@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Garantia de Qualidade,12-16-21,2023-03-29 13:18:33 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Lucille Phillips,50047372,11668746646,SUPERVISOR TÉCNICO,Não,lucille.phillips@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Supervisor DEV - Performance,05-08-19,2023-03-29 13:18:34 UTC,,9,8,8,5,7,7.4,2023-03-29 13:18:34 UTC,9,8,6,8,9,8,0,2023-03-29 13:18:34 UTC,,,,,,,
Emily Scott,50052514,16863484609,ENGENHEIRO,Não,emily.scott@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Consultor Técnico de Q&A,03-09-21,2023-03-29 13:18:24 UTC,,9,8,5,5,6,6.6,2023-03-29 13:18:24 UTC,10,10,11,9,10,10,0,2023-03-29 13:18:24 UTC,,,,,,,
Emily Scott,50052514,16863484609,ENGENHEIRO,Não,emily.scott@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Aeronaves Civis,03-09-21,2023-03-29 13:18:24 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Carl Reid,50050435,68935352608,ENGENHEIRO,Não,carl.reid@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Integração e Interface,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Damian Gelbero,50042076,66065372668,ENGENHEIRO,Não,damian.gelbero@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,12-05-17,2023-05-17 21:01:57 UTC,Susan Carter,0,0,0,0,0,0,,10,10,11,9,10,10,10,2023-05-17 21:01:57 UTC,,,,,,,
Rebecca Campbell,50055637,50854397671,CONSULTOR,Não,rebecca.campbell@situated.com.br,Belo Horizonte,Próprio,77163080689,7:00:00,17:00:00,Avaliação de KPI,11-16-21,2023-03-29 13:18:34 UTC,James Miller,4,5,4,3,4,4,2023-03-29 13:18:34 UTC,0,0,0,0,0,0,4,,G1: DEV - SW Embarcado,Expandido de Gestor,SW EMBARCADO: DEV - V&V,G1: DEV - SW Embarcado,,,
Alexis Roberts,50041784,88213708601,ENGENHEIRO,Não,alexis.roberts@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Performance,11-01-17,2023-03-29 13:18:34 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Alan Harvey,50053050,23626585620,TECHNICAL CONSULTOR,Não,alan.harvey@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Consultor Técnico de Qualidade e Produto,04-20-21,2023-03-29 13:18:34 UTC,,10,11,7,8,9,9,2023-03-29 13:18:34 UTC,0,0,0,0,0,0,9,,,,,,,,
Thierry Davies,50047437,11325363677,ENGENHEIRO,Não,thierry.davies@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Performance,12-16-21,2023-03-29 13:18:34 UTC,,9,6,8,5,6,6.8,2023-03-29 13:18:34 UTC,9,7,8,5,6,7,6.9,2023-03-29 13:18:34 UTC,,,,,,,
Ruth Parker,50051440,45685394632,ENGENHEIRO,Não,ruth.parker@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Q&A de Processos,12-10-20,2023-03-29 13:18:35 UTC,,8,7,9,9,8,8.2,2023-03-29 13:18:35 UTC,9,9,7,8,6,7.8,0,2023-03-29 13:18:35 UTC,,,,,,,
Alexis Roberts,50041784,88213708601,ENGENHEIRO,Não,alexis.roberts@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Q&A de Processos,11-01-17,2023-03-29 13:18:35 UTC,,11,10,9,9,9,9.6,2023-03-29 13:18:35 UTC,10,10,11,9,10,10,9.8,2023-03-29 13:18:35 UTC,,,,,,,
Victoria Grey,1045387,99511337033,GERENTE,Não,victoria.grey@situated.com.br,,Próprio,,7:00:00,17:00:00,Gerente de V&V - Software Embarcado,05-14-21,2023-03-29 13:18:35 UTC,,9,10,9,7,7,8.4,2023-03-29 13:18:35 UTC,8,8,9,7,8,8,8.2,2023-03-29 13:18:35 UTC,,,,,,,
Elijah Green,50041284,55953074638,ENGENHEIRO,Não,elijah.green@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Q&A de Processos,08-11-17,2023-03-29 13:18:35 UTC,,9,8,5,7,6,7,2023-03-29 13:18:35 UTC,9,9,7,8,6,7.8,7.4,2023-03-29 13:18:35 UTC,,,,,,,
Elijah Green,50041284,55953074638,ENGENHEIRO,Não,elijah.green@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Performance,08-11-17,2023-03-29 13:18:35 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Gabriel Walsh,483726298,93424224626,ANALISTA,Não,gabriel.walsh@situated.com.br,Belo Horizonte,Terceiro,,7:00:00,17:00:00,Garantia de Qualidade,02-09-22,2023-03-29 13:18:35 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Lauren Singh,50041031,55637486697,ENGENHEIRO,Não,lauren.singh@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Civis,07-12-17,2023-03-29 13:18:26 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Loren Cardoso,8374629,22589717059,ANALISTA,Não,loren.cardoso@situated.com.br,,Próprio,,7:00:00,17:00:00,Regulamentos de Aviação,06-01-22,2023-03-29 13:18:16 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Nancy Byrne,50047623,28534934665,ENGENHEIRO,Não,nancy.byrne@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Aeronaves Civis,06-05-19,2023-03-29 13:18:18 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
